game_id,game_type,game_name,game_releasedate,game_developer,game_publisher,game_price,game_discountedprice,game_discountpercent
308000,app,Gold Rush! Classic,"Dec 23, 1988","The Software Farm,Sunlight Games,Sierra Entertainment",Sunlight Games,2.99,2.99,0
308020,app,Fantasy Grounds - Call of Cthulhu: Shadows of Yog-Sothoth,"Jun 13, 2014","SmiteWorks USA, LLC",nan,19.99,19.99,0
308030,app,Fantasy Grounds - 3.5E/PFRPG 1 on 1 Adventure #2 The Star of Olinder,"Jun 13, 2014","SmiteWorks USA, LLC",nan,7.99,7.99,0
308040,app,Back to Bed,"Aug 6, 2014",Bedtime Digital Games,Bedtime Digital Games,5.99,1.49,75.13
308060,app,Black The Fall,"Jul 11, 2017",Sand Sailor Studio,Square Enix,14.99,14.99,0
308080,app,Altitude0: Lower & Faster,Sep-14,Gugila,Gugila,18.99,18.99,0
308140,app,Fantasy Grounds - 3.5E/PFRPG 1 on 1 Adventure #3 The Forbidden Hills,"Jun 17, 2014","SmiteWorks USA, LLC",nan,7.99,6.39,20.03
308160,app,Toy Knife Dagger,"Jun 19, 2014",Wild Shadow Studios,nan,0,0,0
308161,app,Unstable Anomaly Sword,"Jun 19, 2014",Wild Shadow Studios,nan,0,0,0
308162,app,Precisely Calibrated Stringstick Bow,"Jun 19, 2014",Wild Shadow Studios,nan,0,0,0
308163,app,Barely Attuned Magic Thingy Staff,"Jun 19, 2014",Wild Shadow Studios,nan,0,0,0
308164,app,Lethargic Sentience Wand,"Jun 19, 2014",Wild Shadow Studios,nan,0,0,0
308170,app,Hegemony Rome: The Rise of Caesar - Bannermen Pack,"Sep 4, 2014",Longbow Games,Kasedo Games,0,0,0
308171,app,Hegemony Rome: The Rise of Caesar - Mercenaries Pack,"Oct 2, 2014",Longbow Games,Kasedo Games,4.99,4.99,0
308172,app,Hegemony Rome: The Rise of Caesar - Advanced Tactics Pack,"Dec 4, 2014",Longbow Games,Kasedo Games,4.99,4.99,0
308173,app,Hegemony III: Clash of the Ancients,"Aug 25, 2015",Longbow Games,Longbow Games,29.99,29.99,0
308180,app,Jacob Jones and the Bigfoot Mystery : Episode 2,"Sep 23, 2014",Lucid Games Ltd,Lucid Games Ltd,3.99,3.99,0
308264,app,USFIV: Classic Vacation Pack,"Aug 11, 2014",Capcom,Capcom,3.99,3.99,0
308270,app,Buzz Aldrin's Space Program Manager,"Oct 31, 2014",Polar Motion,Slitherine Ltd.,29.99,29.99,0
308300,app,Wildlife Park 2 - Domestic Animals,"Nov 9, 2012",b-alive gmbh,b-alive gmbh,0.99,0.99,0
308310,app,Sniper Elite 3 Season Pass,"Jun 27, 2014",Rebellion,Rebellion,29.99,29.99,0
308330,app,Lost Chronicles of Zerzura,"Jul 10, 2014",Cranberry Production,Viva Media,9.99,9.99,0
308360,app,LogiGun,"Aug 1, 2012",Alfred Lam,Alfred Lam,4.99,4.99,0
308400,app,Cube Samurai: RUN!,"Jun 15, 2016",Red Meat Games,Red Meat Games,4.99,4.99,0
308420,app,Ziggurat,"Oct 23, 2014",Milkstone Studios,Milkstone Studios,70.94,51.69,27.14
308440,app,Pushcat,"Jan 12, 2015",Zut Games,Zut Games,4.99,4.99,0
308580,app,Orborun,"Sep 5, 2014",Tiny Lab Productions,Digerati,5.99,5.99,0
308600,app,Geneshift Royale,"May 23, 2017",Nik Nak Studios,Nik Nak Studios,0,0,0
309870,app,Call of Duty®: Ghosts - Blunt Force Character Pack,"Jul 31, 2014",Infinity Ward,Activision,1.99,1.99,0
309871,app,Call of Duty®: Ghosts - Inferno Character Pack,"Jul 31, 2014",Infinity Ward,Activision,1.99,1.99,0
309872,app,Call of Duty®: Ghosts - Bling Character Pack,"Jul 31, 2014",Infinity Ward,Activision,1.99,1.99,0
309890,app,DubWars Demo,"Jun 16, 2014",MURA Interactive,WOBBL3 Entertainment LLC,0,0,0
309900,app,Super Sky Arena,"Oct 5, 2015",Hammer Labs,Hammer LabsDeck13,14.99,14.99,0
309920,app,Roundabout Deluxe Edition Content,"Sep 18, 2014",No Goblin,nan,4.99,4.99,0
309940,app,Nicole Bonus Content,"Jul 25, 2014",Winter Wolves,Winter Wolves,475.6,367.96,22.63
309990,app,Killing Floor - Neon Character Pack,"Jul 2, 2014",Tripwire Interactive,Tripwire Interactive,5.99,5.99,0
309991,app,Killing Floor - Neon Weapon Pack,"Jul 2, 2014",Tripwire Interactive,Tripwire Interactive,7.99,7.99,0
310030,app,Europa Universalis IV: Republican Music Pack,"Jul 16, 2014",Paradox Development Studio,Paradox Interactive,1.99,1.99,0
310031,app,Expansion - Europa Universalis IV: Art of War,"Oct 30, 2014",Paradox Development Studio,Paradox Interactive,19.99,19.99,0
310032,app,Europa Universalis IV: Evangelical Union Unit Pack,"Oct 30, 2014",Paradox Development Studio,Paradox Interactive,1.99,1.99,0
310033,app,Europa Universalis IV: Catholic League Unit Pack,"Oct 30, 2014",Paradox Development Studio,Paradox Interactive,1.99,1.99,0
310034,app,Europa Universalis IV: Songs of War Music Pack,"Oct 30, 2014",Paradox Development Studio,Paradox Interactive,1.99,1.99,0
310040,app,Cities in Motion: Soundtrack,"Nov 18, 2014",Colossal Order Ltd.,Paradox Interactive,4.99,4.99,0
310060,app,Knights of Pen and Paper 2,"Oct 20, 2015",Kyy Games,Paradox Interactive,7.99,7.99,0
310070,app,The Nightmare Cooperative,"Jul 16, 2014",Lucky Frame,Blazing Griffin,4.99,4.99,0
310080,app,Hatoful Boyfriend,"Sep 4, 2014","Mediatonic,Hato Moa,The Irregular Corporation",Devolver Digital,9.99,9.99,0
310100,app,Natural Selection 2 - Reaper Pack,"Oct 31, 2014",Unknown Worlds Entertainment,Unknown Worlds Entertainment,4.99,4.99,0
310110,app,NS2: Combat,"Oct 31, 2014",Faultline Games,Unknown Worlds Entertainment,0,0,0
310240,app,RIFT: Classic Collector’s Pack,"Jun 19, 2014",Trion Worlds,Trion Worlds Inc.,39.99,39.99,0
310280,app,RIFT: Glory of the Ascended Pack,"Jun 19, 2014",Trion Worlds,Trion Worlds Inc.,99.99,99.99,0
310300,app,RIFT: Laethys' Fortune Pack,"Jun 19, 2014",Trion Worlds,Trion Worlds Inc.,149.99,149.99,0
310360,app,Higurashi When They Cry Hou - Ch.1 Onikakushi,"May 15, 2015",07th Expansion,MangaGamer,5.99,5.99,0
310390,app,Advanced Tactics Gold,"Apr 12, 2011",VR Designs,Slitherine Ltd.,29.99,29.99,0
310400,app,World of Guns:World War II Pack,"Jun 20, 2014",Noble Empire Corp.,Noble Empire Corp.,9.99,9.99,0
310410,app,X-Plane 10 Global - 64 Bit - Asia Scenery,"Jul 14, 2014",Laminar Research,nan,0,0,0
310420,app,X-Plane 10 Global - 64 Bit - Australia Scenery,"Jul 14, 2014",Laminar Research,nan,0,0,0
310430,app,X-Plane 10 Global - 64 Bit - North America Scenery,"Jul 14, 2014",Laminar Research,nan,0,0,0
310440,app,X-Plane 10 Global - 64 Bit - South America Scenery,"Jul 14, 2014",Laminar Research,nan,0,0,0
310450,app,Steel & Steam: Episode 1,"Jul 16, 2014",Red Meat Games,Digerati Distribution,0,0,0
310470,app,Grand Ages: Medieval,"Sep 25, 2015",Gaming Minds Studios,Kalypso Media Digital,19.99,19.99,0
310490,app,Crookz - The Big Heist,"Aug 25, 2015",Skilltree Studios,Kalypso Media Digital,9.99,9.99,0
310560,app,DiRT Rally,"Dec 7, 2015","Codemasters Racing Studio,Feral Interactive (Linux),Feral Interactive (Mac)",CodemastersFeral Interactive (Linux),39.99,39.99,0
310590,app,Realm of the Mad God: New DLC 1,nan,Wild Shadow Studios,nan,0,0,0
310591,app,Realm of the Mad God: New DLC 2,nan,Wild Shadow Studios,nan,0,0,0
310600,app,Collector's Edition DLC,"Aug 14, 2014",Nowhere Studios,nan,9.99,9.99,0
310700,app,Super Win the Game,"Oct 1, 2014",Minor Key Games,Minor Key Games,7.99,7.99,0
310790,app,Geometry Wars™ 3: Dimensions Evolved,"Nov 25, 2014","Lucid Games,Aspyr (Mac & Linux)",SierraActivision,1.02,1.02,0
310810,app,Shiftlings,"Mar 3, 2015",Rock Pocket Games,Sierra,14.99,14.99,0
310870,app,The Tower,"Aug 15, 2015",Narrow Monolith,Narrow Monolith,2.99,2.99,0
310890,app,Breach & Clear: Deadline Rebirth (2016),"Jul 20, 2015","Mighty Rabbit Studios,Gun Media",Good Shepherd EntertainmentDevolver Digital,9.99,9.99,0
310950,app,Street Fighter V,"Feb 15, 2016",Capcom,Capcom,19.99,19.99,0
310970,app,Legions of Ashworld,"Jul 4, 2014",Jugilus,Wastelands Interactive,4.99,4.99,0
311010,app,The Way,"May 20, 2016",Puzzling Dream,PlayWay S.A.,88.94,33.3,62.56
311050,app,PAYDAY 2: Gage Shotgun Pack,"Jul 3, 2014",OVERKILL - a Starbreeze Studio.,505 Games,20.16,20.16,0
311060,app,Battle Mages: Sign of Darkness,"Apr 13, 2006",Targem Games,Buka Entertainment,4.99,4.99,0
311100,app,Echelon: Wind Warriors,"Feb 3, 2004",MADia Entertainment,Buka Entertainment,3.99,3.99,0
311120,app,The Stalin Subway: Red Veil,"Oct 5, 2006",Orion Games,Buka Entertainment,2.99,2.99,0
311140,app,The Stalin Subway,"Oct 5, 2006",Orion Games,Buka Entertainment,3.99,3.99,0
311210,app,Call of Duty®: Black Ops III,"Nov 5, 2015","Treyarch,Aspyr (Mac)",ActivisionAspyr (Mac),1.02,1.02,0
311240,app,Zero Escape: Zero Time Dilemma,"Jun 29, 2016","Spike Chunsoft Co., Ltd.",Spike Chunsoft Co. Ltd.,19.99,19.99,0
311250,app,Doorways: The Underworld,"Sep 17, 2014",Saibot Studios,Saibot Studios,9.99,9.99,0
311260,app,The Guild 3,"Sep 26, 2017","Purple Lamp Studios,GolemLabs",THQ Nordic,29.99,29.99,0
311290,app,SpellForce 3,"Dec 7, 2017","Grimlore Games,THQ Nordic",THQ Nordic,49.99,44.98,10.02
311310,app,Naval Action,"Jun 13, 2019",Game-Labs,Game-Labs,39.99,39.99,0
311340,app,METAL GEAR SOLID V: GROUND ZEROES,"Dec 18, 2014",Kojima Productions,Konami Digital Entertainment,19.99,19.99,0
311380,app,Total War: ROME II - Imperator Augustus Campaign Pack,"Sep 16, 2014",CREATIVE ASSEMBLY,nan,59.95,59.95,0
311400,app,OCEAN CITY RACING: Redux,"Aug 27, 2016","OCR Dev Team,Onur Uça",nan,2.99,2.99,0
311480,app,Vertical Drop Heroes HD,"Jul 25, 2014",Nerdook Productions,Digerati,6.99,6.99,0
311490,app,Spirit Run - Fire vs. Ice,"Feb 12, 2015",Lunagames,Libredia,1.99,1.99,0
311540,app,Royal Quest - Royal Guard Pack,"Jul 31, 2014",Katauri,1C Online Games,9.99,9.99,0
311550,app,Trials Fusion - Riders of the Rustlands,"Jul 29, 2014","RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",Ubisoft,4.99,4.99,0
311551,app,Trials Fusion - Empire of the Sky,"Aug 19, 2014","RedLynx, in collaboration with Ubisoft Shanghai, Ubisoft Kiev",Ubisoft,4.99,4.99,0
311560,app,Assassin’s Creed® Rogue,"Mar 9, 2015","Ubisoft Sofia,Ubisoft Kiev",Ubisoft,19.99,19.99,0
311590,app,Abyss Odyssey - Soundtrack,"Jul 15, 2014",ACE Team,SEGA,4.99,4.99,0
311660,app,Dino D-Day: Last Stand DLC,"Sep 29, 2014",800 North and Digital Ranch,nan,4.99,0.99,80.16
311670,app,Middle-earth: Shadow of Mordor - HD Content,"Sep 30, 2014","Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",WB GamesFeral Interactive (Mac),0,0,0
311680,app,Flower Shop: Winter In Fairbrook,"Nov 23, 2011",Winter Wolves,Winter Wolves,475.6,367.96,22.63
311690,app,Enter the Gungeon,"Apr 5, 2016",Dodge Roll,Devolver Digital,14.99,14.99,0
311720,app,Sproggiwood,"Oct 24, 2014",Freehold Games,Freehold Games,14.99,14.99,0
311730,app,DEAD OR ALIVE 5 Last Round: Core Fighters,"Mar 30, 2015","Team NINJA,KOEI TECMO GAMES CO., LTD.",KOEI TECMO GAMES CO. LTD.,0,0,0
311770,app,LEGO® Pirates of the Caribbean: The Video Game,"May 24, 2011",Traveller's Tales,Disney Interactive,19.99,19.99,0
311800,app,Black Ice,"Jul 9, 2014",Super Duper Garrett Cooper,Super Duper Game Company,14.99,14.99,0
311820,app,RC Mini Racers,"Jul 16, 2015",Decane,Decane,4.99,4.99,0
311840,app,Wildlife Park,"May 1, 2003",b-alive gmbh,b-alive gmbh,6.99,6.99,0
311850,app,Zombie Solitaire,"Nov 15, 2013",rokapublish,rokapublish,8.99,8.99,0
311860,app,Data Hacker: Initiation,"Jul 21, 2014",New Reality Games,New Reality Games,2.99,2.99,0
311910,app,DIG IT! - A Digger Simulator,"Oct 14, 2014",Cape Copenhagen,rondomedia GmbH,11.99,11.99,0
311930,app,Tinertia,"Sep 3, 2015","Candescent Games,Section Studios",Candescent & Section,11.99,11.99,0
311950,app,Freedom Planet Demo,"Dec 4, 2014",GalaxyTrail,GalaxyTrail,0,0,0
312010,app,Bird Assassin,"Feb 8, 2011",Social Loner Studios,Social Loner Studios,1.99,1.99,0
312020,app,Bounders and Cads,"Jan 13, 2013",Wax Lyrical Games,Wax Lyrical Games,1.99,1.99,0
312050,app,Red Johnson's Chronicles - 1+2 - Steam Special Edition,"Sep 5, 2014",Lexis Numérique,Microids,9.99,9.99,0
312090,app,Crazy Machines 2 - Jewel Digger DLC,"Jul 3, 2014",Fakt Software,Viva Media,2.99,2.99,0
312150,app,Wild Warfare,"Jul 15, 2014",Hyper Hippo Games,Hyper Hippo Games,2.99,2.99,0
312200,app,Chasm,"Jul 31, 2018","Bit Kid, Inc.",Bit Kid Inc.,19.99,19.99,0
312210,app,The Fifth Day,"Jul 25, 2014",Touz,Touz,14.99,14.99,0
312220,app,Tales of Adventure 2,"Jul 11, 2014","XIAOYAO,BetaSparkUK",XIAOYAO,9.99,9.99,0
312230,app,Spirits of Xanadu,"Mar 26, 2015","Good Morning, Commander",Nightdive Studios,4.99,1.09,78.16
312300,app,Heroes Rise: HeroFall,"Jul 11, 2014",Choice of Games,Choice of Games,501.87,33.07,93.41
312310,app,Ensign-1,"Apr 23, 2018",Only Human Studios,Only Human Studios,1.99,1.99,0
312350,app,Commander: The Great War,"Nov 12, 2012",The Lordz Games Studio,Slitherine Ltd. ,29.99,29.99,0
312360,app,To End All Wars,"Aug 29, 2014",Ageod,Slitherine Ltd.,39.99,39.99,0
312370,app,"Warhammer 40,000: Armageddon","Nov 26, 2014","Flashback Games,The Lordz Games Studio",Slitherine Ltd.,39.99,39.99,0
312380,app,Pandora: Eclipse of Nashira,"Sep 19, 2014",Proxy Studios,Slitherine Ltd.,9.99,9.99,0
312400,app,Frontline : Longest Day,"Dec 9, 2014",88mm,Slitherine Ltd.,4.99,4.99,0
312410,app,Defense Zone,"Jul 14, 2014",Artem Kotov,Artem Kotov,3.99,3.99,0
312420,app,Hell,"Nov 13, 2014",Hunted Cow Studios,Slitherine Ltd.,29.99,29.99,0
312430,app,Sovereignty: Crown of Kings,"Feb 2, 2017","Gothic Labs,The Lordz Games Studio",Slitherine Ltd.,24.99,24.99,0
312440,app,Legions of Steel,"Jul 16, 2015",Studio Nyx,Slitherine Ltd.,19.99,19.99,0
312450,app,Order of Battle: World War II,"Apr 30, 2015",The Artistocrats,Slitherine Ltd.,0,0,0
312520,app,Rain World,"Mar 28, 2017",Videocult,Adult Swim Games,19.99,19.99,0
312530,app,Duck Game,"Jun 4, 2015",Landon Podbielski,Adult Swim Games,12.99,12.99,0
312560,app,Xanadu Next,"Nov 3, 2016",Nihon Falcom,XSEED GamesMarvelous USA,14.99,14.99,0
312590,app,Black Ice Demo,"Jul 9, 2014",Super Duper Garrett Cooper,Super Duper Garrett Cooper,0,0,0
312600,app,Rime Berta,"Dec 16, 2014",NEXT-SOFT+,AGM PLAYISM,14.99,14.99,0
312610,app,METAL SLUG X,"Oct 2, 2014","SNK CORPORATION,DotEmu",SNK CORPORATION,7.99,7.99,0
312630,app,OTTTD,"Aug 6, 2014",SMG Studio,SMG Studio,7.99,7.99,0
312640,app,Power-Up,"Feb 27, 2014",Psychotic Psoftware,Psychotic Psoftware,2.99,2.99,0
312660,app,Sniper Elite 4,"Feb 13, 2017",Rebellion,Rebellion,59.99,59.99,0
312670,app,Strange Brigade,"Aug 27, 2018",Rebellion,Rebellion,49.99,49.99,0
312680,app,Sniper Elite 3 - Save Churchill Part 1: In Shadows,"Jul 17, 2014",Rebellion,Rebellion,6.99,6.99,0
312690,app,Sniper Elite 3 - Save Churchill Part 2: Belly of the Beast,"Aug 21, 2014",Rebellion,Rebellion,6.99,6.99,0
312720,app,Khet 2.0,"Oct 1, 2014",BlueLine Games,BlueLine Games,9.99,9.99,0
312740,app,Sniper Elite 3 - Save Churchill Part 3: Confrontation,"Sep 18, 2014",Rebellion,Rebellion,6.99,6.99,0
312750,app,FINAL FANTASY IV,"Sep 17, 2014","Square Enix,DotEmu SAS.",Square Enix,15.99,15.99,0
312780,app,Way of the Samurai 4,"Jul 23, 2015",ACQUIRE Corp.,Ghostlight LTD,24.99,24.99,0
312790,app,Agarest: Generations of War 2,"Feb 19, 2015",Idea Factory,Ghostlight LTD,19.99,19.99,0
312840,app,Fahrenheit: Indigo Prophecy Remastered,"Jan 28, 2015","Aspyr,Quantic Dream (original release)",Aspyr,9.99,9.99,0
312900,app,Zoo Rampage,"Jul 9, 2014",ViWo Games,ViWo Games,3.99,3.99,0
312920,app,Rugby League Live 3,"Sep 29, 2015",Big Ant Studios,Big Ant Studios (Steam)Tru Blu Games,19.99,19.99,0
312960,app,Starion Tactics,"Sep 5, 2014",Corncrow Games,nan,9.99,9.99,0
312970,app,My Ex-Boyfriend the Space Tyrant,"Jul 21, 2014",Up Multimedia,Up Multimedia,14.99,14.99,0
312980,app,Graviteam Tactics: Mius-Front,"Mar 4, 2016",Graviteam,Graviteam,34.99,34.99,0
312990,app,The Expendabros,"Aug 5, 2014",Free Lives,Devolver Digital,0,0,0
313010,app,Cities XXL,"Feb 5, 2015",Focus Home Interactive,Focus Home Interactive,9.99,9.99,0
313020,app,Soul Gambler,"Aug 1, 2013",Ilex Games,Gamestorming,4.99,0.49,90.18
313040,app,Pixel Hunter,"Jul 18, 2014",Lemondo Entertainment,Lemondo Entertainment,2.99,2.99,0
313080,app,The Masterplan,"Jun 4, 2015",Shark Punch,Shark Punch,19.99,19.99,0
313100,app,Batman™: Arkham Knight - Harley Quinn Story Pack,"Oct 28, 2015",Rocksteady,nan,1.99,1.99,0
313101,app,Batman™: Arkham Knight - Red Hood Story Pack,"Oct 28, 2015",Rocksteady Studios,nan,1.99,1.99,0
313102,app,Batman™: Arkham Knight - A Matter of Family,"Oct 28, 2015",Rocksteady Studios,nan,6.99,6.99,0
313120,app,Stranded Deep,"Jan 23, 2015",Beam Team Games,Beam Team Pty Ltd,14.99,14.99,0
313160,app,Farming Simulator 15,"Oct 30, 2014",Giants Software,Giants Software,19.99,19.99,0
313200,app,The Abbey,"Aug 25, 2008",Crimson Cow,Strategy First,19.99,19.99,0
313210,app,Alpha Zylon,"Dec 19, 2007",Team 6 Studios,Strategy First,4.99,4.99,0
313240,app,Wilson Chronicles,"Jan 14, 2016",Frere d'Arme,Frostburn Studios,0,0,0
313260,app,The Incredible Adventures of Van Helsing II - OST,"Sep 24, 2014",NeocoreGames,NeocoreGames,2.99,2.99,0
313280,app,Graviteam Tactics: Shilovo 1942,"Aug 7, 2014",Graviteam,Graviteam,14.99,14.99,0
313281,app,Graviteam Tactics: Zhalanashkol 1969,"Jul 24, 2014",Graviteam,Graviteam,14.99,14.99,0
313300,app,My Lands: Swift Rise - Starter DLC Pack,"Sep 16, 2014","Gravvit Ltd,Forbes  Consult Ltd",ELYLAND  INVESTMENT COMPANY LIMITED,11.99,11.99,0
313310,app,My Lands: Hero Courage - Starter DLC Pack,"Sep 16, 2014","Gravvit Ltd,Forbes  Consult Ltd",ELYLAND  INVESTMENT COMPANY LIMITED,17.99,17.99,0
313311,app,My Lands: Miner’s Luck - Starter DLC Pack,"Sep 16, 2014","Gravvit Ltd,Forbes  Consult Ltd",ELYLAND  INVESTMENT COMPANY LIMITED,8.99,8.99,0
313320,app,AutoTileSet,"Jul 30, 2014",Pixelatto,Pixelatto,0,0,0
313340,app,Mountain,"Jul 1, 2014",David OReilly,Double Fine PresentsDavid OReilly,0.99,0.99,0
313360,app,The Maker's Eden,"Jul 30, 2014",Screwy Lightbulb,Screwy Lightbulb,8.99,8.99,0
313370,app,Middle-earth: Shadow of Mordor - Captain of the Watch Character Skin,"Jan 20, 2015","Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",WB GamesFeral Interactive (Mac),0.99,0.99,0
313371,app,Middle-earth: Shadow of Mordor - The Dark Ranger Character Skin,"Jan 27, 2015","Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",WB GamesFeral Interactive (Mac),0.99,0.99,0
313372,app,Middle-earth: Shadow of Mordor - Test of Power,"Feb 3, 2015","Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",WB GamesFeral Interactive (Mac),0,0,0
313373,app,Middle-earth: Shadow of Mordor - Hidden Blade Rune,"Nov 18, 2014","Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",WB GamesFeral Interactive (Mac),0.99,0.99,0
313375,app,Middle-earth: Shadow of Mordor - Flame of Anor Rune,"Dec 9, 2014","Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",WB GamesFeral Interactive (Mac),0.99,0.99,0
313380,app,Middle-earth: Shadow of Mordor - Orc Slayer Rune,"Jan 13, 2015","Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",WB GamesFeral Interactive (Mac),0.99,0.99,0
313390,app,Vertical Strike Endless Challenge,"Apr 28, 2017",Project ICKX,AGM PLAYISM,4.99,4.99,0
313400,app,REVOLVER360 RE:ACTOR,"Oct 24, 2014",Cross Eaglet,AGM PLAYISM,9.99,9.99,0
313420,app,OMSI 2 Add-on Vienna,"Oct 15, 2014",ViewApp,Aerosoft GmbH,19.99,19.99,0
313430,app,OMSI 2 Add-on Hamburg,"Sep 10, 2014","Darius Bode,Barbara Bode",Aerosoft GmbH,14.99,14.99,0
313470,app,Boot Hill Heroes,"Oct 10, 2014",Experimental Gamer Studios,Experimental Gamer Studios,8.99,8.99,0
313480,app,Blitzkrieg Anthology,"Mar 28, 2003",Nival,Nival,4.99,4.99,0
313520,app,Fantasy Grounds - PFRPG The Breaking of Forstor Nagar,"Jul 8, 2014","SmiteWorks USA, LLC",nan,9.99,9.99,0
313560,app,Wargame Red Dragon - The Millionth Mile,"Jul 24, 2014",Eugen Systems,Focus Home Interactive,0,0,0
313590,app,Boo Bunny Plague,"Sep 4, 2014",On The Level Game Studios,On The Level Game Studios,1.99,1.99,0
313620,app,The Terminal 2,"Aug 8, 2014",FrameLineNetwork Kft.,FrameLineNetwork Kft.,4.99,1.24,75.15
313630,app,The Solus Project,"Jun 7, 2016","Hourences,Grip Games",Teotl Studios,19.99,19.99,0
313650,app,Time Mysteries 2: The Ancient Spectres,"Nov 4, 2011",Artifex Mundi,Artifex Mundi,9.99,9.99,0
313660,app,Alea Jacta Est,"Sep 27, 2012",Ageod,Slitherine Ltd.,24.99,24.99,0
313690,app,LEGO® Batman™ 3: Beyond Gotham,"Nov 11, 2014","TT Games Ltd,Feral Interactive (Mac)",WB GamesFeral Interactive (Mac),19.99,19.99,0
313730,app,Sunrider: Mask of Arcadius,"Jul 2, 2014",Love in Space,Sekai Project,0,0,0
313740,app,Sakura Spirit,"Jul 9, 2014",Winged Cloud,Winged Cloud,9.99,9.99,0
313780,app,Conarium,"Jun 6, 2017",Zoetrope Interactive,Iceberg Interactive,19.99,19.99,0
313810,app,Legend of Kay Anniversary,"Jul 27, 2015","KAIKO,Neon Studios",THQ Nordic,19.99,19.99,0
313830,app,See No Evil,"Aug 25, 2014",Gabriel Priske,Noetic,0.99,0.99,0
313850,app,Forge Pathfinder VIP Pack,"Aug 13, 2014",Dark Vale Games,nan,9.99,9.99,0
313930,app,Heroes Rise: HeroFall - Warning System,"Jul 11, 2014",Choice of Games,Choice of Games,501.87,15.21,96.97
313931,app,Heroes Rise: HeroFall - Perfect Legend Guide,"Jul 11, 2014",Choice of Games,nan,501.87,15.21,96.97
313932,app,Heroes Rise: HeroFall - Ad Space,"Jul 11, 2014",Choice of Games,nan,501.87,15.21,96.97
313960,app,Exodus,"Jun 1, 2013",Galhmac Game Studio,Multi-Form,0.99,0.99,0
313980,app,Proxy Blade Zero,"Jul 28, 2014",DragonSix,DragonSix,6.99,6.99,0
314000,app,Pool Nation FX Lite,"Dec 7, 2015",Cherry Pop Games,Cherry Pop Games,0,0,0
314010,app,Boid,"Jul 8, 2016",Mokus,tinyBuild,0,0,0
314020,app,Morphopolis,"Aug 14, 2014","Dan  Walters,Ceri Williams",Dan  Walters,3.99,3.99,0
314030,app,Guilty Gear X2 #Reload,"Jul 23, 2004",Arc System Works,Arc System Works,9.99,9.99,0
314050,app,Spheritis,"Jun 4, 2015",Bluestrike,Bluestrike,4.99,4.99,0
314070,app,Super Mega Baseball: Extra Innings,"Aug 21, 2015",Metalhead Software Inc.,Metalhead Software Inc.,19.99,19.99,0
314120,app,Frayed Knights: The Skull of S'makh-Daon,"Jul 24, 2014",Rampant Games,Rampant Games,11.99,11.99,0
314150,app,Double Dragon Trilogy,"Jan 15, 2015",DotEmu,DotEmu,5.99,5.99,0
314160,app,Microsoft Flight Simulator X: Steam Edition,"Oct 16, 2006",Microsoft Game Studios,Dovetail Games - Flight,24.99,24.99,0
314170,app,Fantasy Grounds - PixelFigs Half-Orcs Token and Portrait Pack,"Jul 15, 2014","SmiteWorks USA, LLC",nan,4.99,4.99,0
314180,app,Deathsmiles,"Mar 10, 2016","CAVE Interactive CO.,LTD.",Degica,19.99,19.99,0
314210,app,Tesla Breaks the World!,"Nov 26, 2014",Archetype Global,Archetype Global,9.99,9.99,0
314220,app,Bombing Bastards,"Dec 4, 2014",Sanuk Games,Sanuk Games,9.99,9.99,0
314230,app,Rodina,"Jul 28, 2014",Elliptic Games,Elliptic Games,0,0,0
314250,app,Jet Gunner,"Aug 4, 2014",Sinclair Strange,Sinclair Strange,0.99,0.99,0
314280,app,The Forgotten Ones,"Jul 16, 2014",Bernt Andreas Eide,Bernt Andreas Eide,0,0,0
314290,app,Obludia,"Jul 18, 2014",FobTi interactive,FobTi interactive,31.94,22.06,30.93
314300,app,CubeZ,"Dec 1, 2014",Imaekgames [Imaek Limited],Indie Developer,7.99,7.99,0
314320,app,GamersGoMakers,"Aug 8, 2014",gnifrebel Games UG,gnifrebel Games UG,8.99,8.99,0
314330,app,DROD: Gunthro and the Epic Blunder,"Apr 2, 2012",Caravel Games,Caravel Games,9.99,9.99,0
314350,app,Abatron,"Mar 10, 2017",W3 Studios,W3 Studios,19.99,19.99,0
314360,app,Aritana and the Harpy's Feather,"Aug 15, 2014",Duaik Entretenimento,Duaik Entretenimento,9.99,9.99,0
314370,app,boxlife,"Jan 14, 2016",tequibo,tequibo,1.99,1.99,0
314390,app,Super Trench Attack! Demo,"Jul 24, 2014",Retro Army Limited,Retro Army Limited,0,0,0
314400,app,Smugglers 5 DLC: The Smugglers Guild,"Jul 18, 2014",Niels Bauer Games,Niels Bauer Games,3.99,3.99,0
314410,app,Rampage Knights,"Sep 4, 2015",Rake in Grass,Rake in Grass,11.99,11.99,0
314420,app,The Great War 1918,"Mar 13, 2013","Relic Entertainment,The Great War 1918 Development Team",CMI,0,0,0
